VIN,Territory,Class,Loss1,Loss2
2HKYF18424H603698,2,S,0,0
2HKYF18424H603863,4,A,0,0
2HKYF18426H509159,3,A,0,0
2HKYF18426H516094,6,A,0,0
2HKYF18426H520372,4,A,0,0
2HKYF18426H531033,3,A,0,0
2HKYF18427H511964,1,A,0,0
2HKYF18433H611131,1,A,0,12
2HKYF18434H553443,1,A,0,0
2HKYF18434H623068,1,A,0,0
2HKYF18435H501263,1,A,0,0
2HKYF18445H506519,6,A,0,0
2HKYF18454H596827,4,A,0,0
2HKYF18455H558354,2,A,0,0
2HKYF18463H592901,3,A,0,0
2HKYF18473H582054,1,A,0,0
2HKYF18473H589666,2,A,0,0
2HKYF18474H511616,1,A,0,0
2HKYF18474H601512,2,A,0,0
2HKYF18475H547212,4,A,0,0
2HKYF18476H503390,5,A,0,0
2HKYF18476H530833,1,A,0,0
2HKYF18476H563895,1,A,0,0
2HKYF18477H516576,2,I,0,0
2HKYF18484H585384,4,S,0,0
2HKYF18485H537501,4,S,0,0
2HKYF18486H523230,2,A,0,0
2HKYF18493H547354,4,A,0,0
2HKYF18496H529425,1,A,0,0
2HKYF18496H559833,1,A,0,0
2HKYF184X3H545922,5,A,0,0
2HKYF184X4H597312,5,A,0,0
2HKYF184X5H506721,2,A,0,0
2HKYF184X5H516133,5,A,0,0
2HKYF184X5H558625,1,A,0,0
2HKYF184X5H561783,2,A,0,0
2HKYF18506H548471,4,A,0,0
2HKYF18516H528052,1,A,0,0
2HKYF18516H530741,2,A,0,0
2HKYF18516H530805,2,A,0,0
2HKYF18516H532862,2,A,0,0
2HKYF18516H537320,4,B,3143,0
2HKYF18523H524975,4,A,0,0
2HKYF18523H566109,2,A,0,0
2HKYF18523H574582,1,A,0,0
2HKYF18524H601961,3,A,0,0
2HKYF18524H610191,2,A,0,0
2HKYF18525H535378,3,A,0,0
2HKYF18526H520445,2,A,573,0
2HKYF18526H530764,3,A,0,0
2HKYF18526H536368,6,A,0,0
2HKYF18533H582173,1,A,0,0
2HKYF18534H612399,4,A,0,0
2HKYF18535H504141,2,A,0,0
2HKYF18536H525198,4,A,0,0
2HKYF18536H540848,3,A,0,0
2HKYF18544H526891,4,A,0,0
2HKYF18544H534876,4,A,0,0
2HKYF18544H556828,4,A,0,0
2HKYF18544H622102,1,A,0,0
2HKYF18545H514757,2,A,0,0
2HKYF18545H547810,5,A,0,0
2HKYF18546H509933,4,A,0,0
2HKYF18546H538901,4,A,0,0
2HKYF18547H509044,2,A,0,0
2HKYF18553H539292,2,M,0,0
2HKYF18554H552609,1,A,0,0
2HKYF18554H552688,4,A,0,0
2HKYF18554H610671,1,I,0,0
2HKYF18555H514802,2,A,0,0
2HKYF18555H540588,2,A,0,0
2HKYF18555H566365,5,A,0,0
2HKYF18556H527728,1,A,0,0
2HKYF18563H575962,2,A,0,0
2HKYF18564H504147,1,A,0,0
2HKYF18573H550486,4,A,0,0
2HKYF18574H500558,3,A,0,0
2HKYF18574H522284,3,A,0,0
2HKYF18574H588334,5,A,0,0
2HKYF18574H606475,1,A,0,0
2HKYF18575H566514,1,A,0,0
2HKYF18576H514432,3,A,0,0
2HKYF18576H522370,2,A,0,0
2HKYF18576H524393,4,A,0,0
2HKYF18576H530663,4,A,0,0
2HKYF18576H531053,3,A,0,0
2HKYF18577H505408,5,A,0,0
2HKYF18583H593086,5,A,0,0
2HKYF18583H600294,3,A,22307,0
2HKYF18584H525095,5,A,0,0
2HKYF18584H580405,2,A,0,0
2HKYF18585H516012,6,A,0,0
2HKYF18585H526247,2,A,0,0
2HKYF18585H543758,1,A,0,0
2HKYF18587H513453,4,A,0,0
2HKYF18593H517036,3,A,0,0
2HKYF18593H523645,3,A,0,0
2HKYF18593H568715,4,A,0,0
2HKYF18594H538552,1,I,0,0
2HKYF18594H542441,2,A,0,0
2HKYF18594H592644,1,I,0,0
2HKYF18595H546264,1,A,0,0
2HKYF18596H534777,3,A,0,0
2HKYF185X4H619981,5,A,0,0
2HKYF185X5H510762,4,A,0,0
2HKYF185X5H523141,4,A,0,0
2HKYF185X5H538433,4,A,0,0
2HKYF185X5H541302,5,A,0,0
2HKYF185X6H515803,4,A,0,0
2HKYF185X6H538918,2,A,0,0
2HKYF18604H517615,1,A,0,0
2HKYF18604H600106,4,A,0,0
2HKYF18607H501998,4,A,0,0
2HKYF18614H594574,1,A,0,0
2HKYF18614H608862,4,A,0,0
2HKYF18615H521688,2,A,0,0
2HKYF18616H544146,2,A,0,0
2HKYF18624H549966,1,A,0,0
2HKYF18625H503412,2,A,0,0
2HKYF18626H528523,5,A,0,0
2HKYF18626H542194,3,A,0,0
2HKYF18635H513690,5,A,0,0
2HKYF18635H565949,2,A,0,0
2HKYF18645H519384,4,A,313,0
2HKYF18646H548983,1,A,0,0
2HKYF18646H551852,5,A,0,0
2HKYF18653H518404,3,A,0,0
2HKYF18653H589439,1,A,0,0
2HKYF18653H611262,3,A,0,0
2HKYF18653H616347,5,A,0,0
2HKYF18654H550190,3,A,0,0
2HKYF18654H551694,2,A,0,0
2HKYF18654H612817,4,A,0,0
2HKYF18663H617586,2,A,0,0
2HKYF18665H526725,2,A,0,0
2HKYF18673H618858,1,A,0,0
2HKYF18674H515635,6,A,0,0
2HKYF18674H553172,1,A,0,0
2HKYF18674H553494,4,A,0,0
2HKYF18683H514931,4,I,0,0
2HKYF18684H577982,1,A,0,0
2HKYF18685H509313,1,A,0,0
2HKYF18687H505880,6,A,0,0
2HKYF18694H525373,1,A,0,0
2HKYF18695H565924,2,A,0,162
2HKYF18696H524632,2,A,0,0
2HKYF186X4H549908,1,A,39805,0
2HKYF186X7H519666,4,A,0,0
2HKYF18703H606592,5,A,0,0
2HKYF18705H505023,2,A,0,0
2HKYF18705H511307,4,A,0,0
2HKYF18706H553106,5,S,0,0
2HKYF18714H542130,1,A,0,0
2HKYF18715H502454,4,A,0,0
2HKYF18725H572125,4,A,0,0
2HKYF18735H505050,4,S,0,0
2HKYF18736H539149,4,A,0,0
2HKYF18743H566209,1,I,0,0
2HKYF18754H560176,3,A,0,0
2HKYF18756H508968,4,A,0,0
2HKYF18765H552007,1,A,0,0
2HKYF18766H529909,4,A,0,0
2HKYF18767H516384,5,A,0,0
2HKYF18773H557312,4,A,0,0
2HKYF18774H582972,6,A,0,0
2HKYF18775H557412,2,A,0,0
2HKYF18777H504860,1,I,0,0
2HKYF18783H505512,1,A,0,0
2HKYF18785H547844,6,A,0,0
2HKYF18786H517003,5,A,0,0
2HKYF18786H518751,3,A,0,460
2HKYF18786H530172,2,A,0,0
2HKYF18786H549501,1,A,0,0
2HKYF18786H553709,6,A,0,0
2HKYF18794H511837,4,A,0,0
2HKYF187X5H566220,6,A,0,0
2HNYD18202H506052,1,A,0,0
2HNYD18203H546441,1,S,0,0
2HNYD18211H511906,2,A,0,0
2HNYD18211H523747,5,S,0,0
2HNYD18215H529103,1,A,0,0
2HNYD18216H500279,1,A,0,0
2HNYD18231H539951,1,A,0,0
2HNYD18232H525260,2,A,0,0
2HNYD18233H520545,3,A,0,0
2HNYD18243H503785,4,A,0,0
2HNYD18244H559095,1,A,0,0
2HNYD18245H540998,5,A,0,0
2HNYD18246H546382,6,A,0,0
2HNYD18251H523170,4,A,0,0
2HNYD18253H525326,1,A,0,0
2HNYD18253H544071,2,A,0,0
2HNYD18255H542680,2,A,0,0
2HNYD18256H522222,4,A,0,0
2HNYD18262H520067,4,A,0,0
2HNYD18263H515419,1,M,603,0
2HNYD18276H521198,1,A,0,0
2HNYD18282H527926,1,A,0,0
2HNYD18284H531803,1,A,0,0
2HNYD18284H556250,1,M,0,0
2HNYD18291H543132,1,A,0,0
2HNYD18292H531161,1,B,0,0
2HNYD18295H541497,1,A,0,0
2HNYD18296H537192,1,A,0,0
2HNYD18296H551383,4,A,0,0
2HNYD18461H525043,5,A,0,0
2HNYD18601H512175,4,A,0,0
2HNYD18601H539425,1,B,0,0
2HNYD18603H501972,2,A,0,0
2HNYD18605H540225,4,A,0,0
2HNYD18606H509459,6,A,0,0
2HNYD18611H508068,3,A,10761,0
2HNYD18611H526229,1,I,0,0
2HNYD18612H533294,3,A,0,0
2HNYD18615H511641,4,A,0,0
2HNYD18616H534855,1,A,0,0
2HNYD18621H003477,2,A,0,0
2HNYD18622H004114,1,A,0,0
2HNYD18622H523552,5,A,0,0
2HNYD18623H517851,5,A,0,0
2HNYD18623H530244,5,A,0,0
2HNYD18623H546864,4,A,0,0
2HNYD18631H001334,1,A,0,0
2HNYD18631H513739,6,I,0,0
2HNYD18631H537264,5,A,0,0
2HNYD18641H508971,1,M,0,0
2HNYD18642H502976,1,A,0,0
2HNYD18642H545830,5,A,3382,0
2HNYD18642H546041,2,A,0,0
2HNYD18644H535009,2,A,0,0
2HNYD18645H547890,5,A,0,0
2HNYD18651H002582,2,A,0,0
2HNYD18654H507624,3,A,0,0
2HNYD18656H537578,2,A,0,0
2HNYD18661H541566,1,A,0,0
2HNYD18663H516752,6,A,0,0
2HNYD18665H509951,5,A,0,0
2HNYD18671H534027,5,A,0,0
2HNYD18671H535100,5,A,0,0
2HNYD18672H540430,2,A,0,0
2HNYD18683H554533,1,S,0,0
2HNYD18685H535743,2,A,0,0
2HNYD18693H547848,5,A,0,0
2HNYD186X2H524142,1,A,0,0
2HNYD186X2H543077,1,A,0,0
2HNYD186X2H548182,2,A,0,0
2HNYD186X3H536986,2,A,0,0
2HNYD186X3H548538,1,A,0,0
2HNYD186X4H532213,4,A,0,0
2HNYD186X6H548026,2,A,0,0
2HNYD18703H548265,1,A,0,0
2HNYD18773H503193,1,A,0,0
2HNYD18785H503965,4,A,0,0
2HNYD187X4H518160,3,A,0,0
2HNYD187X6H502351,1,A,0,0
2HNYD18802H500286,3,A,0,0
2HNYD18802H544918,5,A,0,0
2HNYD18803H533810,4,A,0,0
2HNYD18805H519361,4,A,0,0
2HNYD18805H547743,4,A,0,0
2HNYD18812H544121,4,A,0,0
2HNYD18815H555821,2,A,0,0
2HNYD18826H517113,5,A,573,0
2HNYD18841H506901,1,A,0,0
2HNYD18844H508474,5,A,0,0
2HNYD18845H528645,4,A,0,0
2HNYD18845H530797,2,A,0,0
2HNYD18855H534745,4,A,0,0
2HNYD18856H504825,4,A,0,0
2HNYD18856H516585,2,A,0,0
2HNYD18865H537511,1,A,0,0
2HNYD18866H525876,4,I,0,0
2HNYD18874H536432,5,A,0,0
2HNYD18875H511760,2,A,0,0
2HNYD18875H559713,2,A,0,0
2HNYD18881H526262,5,A,0,0
2HNYD18881H532546,1,A,0,0
2HNYD18884H522586,2,A,0,0
2HNYD18884H532079,1,A,0,0
2HNYD18885H546162,4,I,0,0
2HNYD18891H516632,4,A,0,0
2HNYD18892H519127,1,A,0,0
2HNYD18893H512762,6,A,0,0
2HNYD18893H549309,1,S,5,0
2HNYD18895H555033,2,A,0,0
2HNYD188X2H503356,6,A,0,0
2HNYD188X2H519122,1,A,0,0
2HNYD188X5H514720,1,S,0,0
2HNYD188X5H521974,2,A,0,0
2HNYD188X6H525976,3,A,0,0
2HNYD18903H532763,4,A,0,0
2HNYD18904H520856,1,A,0,0
2HNYD18905H542132,4,A,0,0
2HNYD18905H553518,2,A,0,0
2HNYD18915H535349,4,A,0,0
2HNYD18915H542088,5,A,1956,0
2HNYD18924H536590,1,A,0,0
2HNYD18925H519547,1,A,0,0
2HNYD18935H516138,3,A,0,0
2HNYD18935H538222,6,A,0,0
2HNYD18936H509613,1,A,0,0
2HNYD18936H521583,4,A,285,0
2HNYD18945H510297,5,A,0,0
2HNYD18945H557054,1,A,0,0
2HNYD18953H551812,2,A,0,0
2HNYD18955H556348,1,A,0,0
2HNYD18956H515137,5,A,0,0
2HNYD18965H534195,6,A,0,0
2HNYD18973H511702,1,A,0,0
2HNYD18973H549527,5,A,0,0
2HNYD18983H509425,1,A,0,0
2HNYD18985H545067,3,A,0,0
2HNYD18995H501322,1,A,0,0
2HNYD189X3H525917,4,A,0,0
2HNYD189X4H525983,2,A,0,0
2HNYD28277H514727,2,A,0,0
2HNYD28307H511337,4,A,0,0
2HNYD28317H505224,2,A,0,0
2HNYD28317H506616,1,S,0,0
2HNYD28537H506666,1,A,0,0
2HNYD28537H506716,1,A,0,0
2J37AA2551479,6,A,0,0
2J4FY19E3KJ149575,1,A,0,0
2J4FY19E5KJ102662,4,A,0,0
2J4FY19P4NJ516666,3,A,0,0
2J4FY19P8NJ551761,3,A,0,0
2J4FY19PXMJ141462,4,S,0,0
2J4FY29M5KJ102397,2,M,0,0
2J4FY29S0NJ500510,4,A,0,0
2J4FY29S0NJ539050,1,A,0,0
2J4FY29S2NJ552382,5,M,0,0
2J4FY29S6NJ517991,2,A,0,0
2J4FY29S6NJ542700,4,A,0,0
2J4FY29S6NJ560176,3,A,0,0
2J4FY29S7NJ521662,1,S,0,0
2J4FY29S9NJ548099,3,A,0,0
2J4FY29T1KJ139907,4,A,0,0
2J4FY29T2LJ534681,5,A,0,0
2J4FY29T3KJ161780,1,A,0,0
2J4FY39S0MJ141809,1,A,0,0
2J4FY39S1MJ106258,2,A,0,0
2J4FY39T4KJ158084,4,M,0,0
2J4FY49S6MJ121148,2,A,0,0
2J4FY59T5KJ128037,3,A,0,0
2J4FY59T9KJ121611,5,A,0,0
2K57T2A119726,1,S,0,0
2L69Y7P349967,4,A,0,0
2MEBM74F0KX716310,1,S,0,0
2MEBM74F5JX611759,2,S,0,0
2MEBM74F7HX663369,5,S,0,0
2MEBM74F7KX685427,5,S,0,0
2MEBM74F9KX645625,4,A,0,0
2MEBM75F1JX675473,1,A,0,0
2MEBM75F4JX621570,6,S,0,0
2MEBM75F7HX603543,5,A,0,0
2MEBM75F7HX621525,6,S,0,0
2MEBM75F8KX673561,3,A,0,0
2MEBM75F9JX685054,6,S,0,0
2MEBM78F9KX648079,4,A,0,0
2MEBM79F2KX669757,2,S,0,0
2MEBM79F9KX682859,3,S,0,0
2MEBP94F4GX692006,1,S,0,0
2MEBP95F4GX629955,5,S,0,0
2MEBP95F8GX698714,5,A,0,0
2MEBP95FXGX647750,4,S,0,0
2MECM74F6MX646500,4,A,0,0
2MECM74F8LX638171,5,S,0,0
2MECM74W1NX759465,6,S,0,0
2MECM74W4NX654015,2,S,0,0
2MECM74W4NX715380,6,S,0,0
2MECM75F2MX653216,2,S,0,0
2MECM75W2NX680112,4,S,0,0
2MECM75W3NX600820,5,S,0,0
2MECM75W4NX715118,6,A,0,0
2MECM75W5NX643975,6,A,0,0
2MECM75W5NX708243,6,A,0,0
2MECM75W5NX744479,5,A,0,0
2MECM75W6NX744152,4,A,0,0
2MEFM74W01X616207,6,S,0,0
2MEFM74W01X616384,4,A,0,0
2MEFM74W01X645903,6,A,0,0
2MEFM74W01X698326,5,S,0,0
2MEFM74W02X641870,6,A,0,0
2MEFM74W03X600463,6,S,0,0
2MEFM74W03X677950,3,S,0,0
2MEFM74W03X704547,6,S,0,0
2MEFM74W03X707240,1,I,0,0
2MEFM74W05X618142,4,A,0,0
2MEFM74W05X671147,6,S,0,0
2MEFM74W06X621740,6,A,0,0
2MEFM74W06X639610,2,A,0,0
2MEFM74W0XX636742,4,A,0,0
2MEFM74W0XX665500,5,S,0,0
2MEFM74W0YX619277,4,S,0,0
2MEFM74W0YX622602,1,S,0,0
2MEFM74W0YX694139,4,S,0,0
2MEFM74W0YX727236,4,S,0,0
2MEFM74W11X614725,4,S,0,0
2MEFM74W11X657817,4,B,0,0
2MEFM74W11X692700,4,A,0,0
2MEFM74W11X698593,4,A,0,0
2MEFM74W13X627834,3,S,0,0
2MEFM74W13X640227,5,S,0,0
2MEFM74W14X601140,4,A,0,0
2MEFM74W14X625101,5,A,0,0
2MEFM74W15X674431,3,M,0,0
2MEFM74W1WX669182,1,S,0,0
2MEFM74W1WX696317,5,S,0,0
2MEFM74W1XX600963,6,A,0,0
2MEFM74W1XX604382,4,S,0,0
2MEFM74W1XX624602,6,S,0,0
2MEFM74W1XX627175,2,A,0,0
2MEFM74W1XX736509,5,S,0,0
2MEFM74W1YX676118,2,S,0,0
2MEFM74W1YX697308,2,A,0,0
2MEFM74W1YX697311,4,S,0,0
2MEFM74W1YX732395,3,S,0,0
2MEFM74W21X670091,5,S,0,0
2MEFM74W21X695265,4,A,0,0
2MEFM74W21X698876,1,A,0,0
2MEFM74W21X714283,4,S,0,0
2MEFM74W22X620227,1,S,0,0
2MEFM74W23X681790,6,S,0,0
2MEFM74W24X651979,4,S,0,0
2MEFM74W24X662786,6,S,0,0
2MEFM74W25X604470,4,A,0,0
2MEFM74W26X625367,2,S,0,0
2MEFM74W26X645456,2,S,0,0
2MEFM74W27X609154,4,S,0,0
2MEFM74W27X615729,4,A,0,0
2MEFM74W2XX688129,4,S,0,0
2MEFM74W2XX704331,5,A,0,0
2MEFM74W2XX715734,1,A,0,0
2MEFM74W2YX631267,1,S,0,0
2MEFM74W2YX653270,5,A,0,0
2MEFM74W2YX668030,1,A,0,0
2MEFM74W2YX702256,3,S,0,0
2MEFM74W2YX732017,2,A,0,0
2MEFM74W31X680905,6,S,0,0
2MEFM74W32X628658,4,S,0,0
2MEFM74W32X643614,4,A,0,0
2MEFM74W32X644410,5,A,0,0
2MEFM74W34X689771,5,S,15398,6006
2MEFM74W35X600704,2,S,0,0
2MEFM74W36X622669,5,S,0,0
2MEFM74W3XX634239,4,S,0,0
2MEFM74W3XX722496,4,S,0,0
2MEFM74W3YX606183,6,A,0,0
2MEFM74W3YX627695,2,S,0,0
2MEFM74W3YX667193,2,S,0,0
2MEFM74W3YX737775,1,A,0,0
2MEFM74W41X714138,3,S,0,0
2MEFM74W41X715290,5,A,0,0
2MEFM74W41X715306,6,S,0,0
2MEFM74W42X637370,4,S,0,0
2MEFM74W43X619419,4,A,0,0
2MEFM74W44X631796,1,A,0,0
2MEFM74W44X652549,2,S,0,0
2MEFM74W44X670078,1,S,0,0
2MEFM74W44X676432,6,A,0,0
2MEFM74W45X648969,5,S,0,0
2MEFM74W45X658028,4,S,0,0
2MEFM74W4WX663702,6,A,0,0
2MEFM74W4XX601833,2,A,0,0
2MEFM74W4XX724533,5,A,0,0
2MEFM74W4YX602272,6,S,0,0
2MEFM74W4YX608623,1,S,0,0
2MEFM74W4YX662195,6,A,0,0
2MEFM74W4YX666151,2,A,0,0
2MEFM74W51X628353,4,S,0,0
2MEFM74W51X633780,5,A,0,0
2MEFM74W53X605402,6,S,0,0
2MEFM74W53X675045,1,S,0,0
2MEFM74W54X608964,6,A,0,0
2MEFM74W54X676357,6,S,0,0
2MEFM74W56X616209,4,S,0,0
2MEFM74W5WX664325,4,S,0,0
2MEFM74W5XX612338,1,S,0,0
2MEFM74W5XX656291,3,A,0,0
2MEFM74W5XX665024,6,A,0,0
2MEFM74W5XX698315,2,S,0,0
2MEFM74W5YX603060,4,A,0,0
2MEFM74W61X634551,6,A,0,0
2MEFM74W62X649276,5,A,0,0
2MEFM74W63X603965,2,S,0,0
2MEFM74W63X616215,6,S,0,0
2MEFM74W64X630035,6,S,0,0
2MEFM74W64X630813,5,S,0,0
2MEFM74W64X663701,5,S,0,0
2MEFM74W64X692518,2,S,0,0
2MEFM74W64X697590,5,A,0,0
2MEFM74W65X614192,3,S,0,0
2MEFM74W65X616928,5,S,0,0
2MEFM74W65X646723,5,A,0,0
2MEFM74W6XX702727,4,A,0,0
2MEFM74W6YX694291,6,A,601,0
2MEFM74W71X607701,4,S,0,0
2MEFM74W71X684861,5,A,0,0
2MEFM74W71X701741,4,S,0,0
2MEFM74W72X639422,2,A,0,0
2MEFM74W73X631662,4,S,0,0
2MEFM74W73X651779,5,A,0,0
2MEFM74W74X672584,1,A,0,0
2MEFM74W74X692236,6,A,0,0
2MEFM74W74X696576,5,S,0,0
2MEFM74W75X630059,6,S,0,0
2MEFM74W7XX698283,2,A,0,0
2MEFM74W7XX734134,5,A,0,0
2MEFM74W81X622403,4,A,0,0
2MEFM74W82X621429,3,S,0,0
2MEFM74W82X641230,1,S,0,0
2MEFM74W82X644516,4,A,0,0
2MEFM74W83X629760,1,A,0,0
2MEFM74W83X644288,1,A,0,0
2MEFM74W83X662015,6,S,0,0
2MEFM74W83X692261,5,A,0,0
2MEFM74W84X605542,5,A,0,0
2MEFM74W85X662504,6,S,0,0
2MEFM74W86X649639,6,S,0,0
2MEFM74W8XX617338,4,A,0,0
2MEFM74W8XX731050,4,S,0,0
2MEFM74W8YX711978,6,A,0,0
2MEFM74W8YX714170,5,S,0,0
2MEFM74W8YX720017,3,S,0,0
2MEFM74W8YX721958,2,A,0,0
2MEFM74W91X621616,5,S,0,0
2MEFM74W91X641977,5,A,0,0
2MEFM74W91X670993,1,S,0,0
2MEFM74W91X702891,4,A,0,0
2MEFM74W94X652627,1,S,0,0
2MEFM74W94X679200,6,S,0,0
2MEFM74W94X690083,5,S,0,0
2MEFM74W94X690469,3,S,0,0
2MEFM74W94X696997,2,A,0,0
2MEFM74W95X609942,5,S,0,0
2MEFM74W95X645551,2,S,0,0
2MEFM74W95X672958,5,A,0,0
2MEFM74W9XX620619,4,I,3622,0
2MEFM74W9XX624959,2,B,0,0
2MEFM74W9XX676320,4,A,0,0
2MEFM74W9XX711096,3,S,0,0
2MEFM74W9XX718145,3,A,0,0
2MEFM74W9XX732448,4,A,0,0
2MEFM74W9XX736306,6,A,953,0
2MEFM74W9XX736306,6,A,900,0
2MEFM74W9YX623232,4,S,0,0
2MEFM74WX1X625819,6,S,0,0
2MEFM74WX1X648386,6,S,0,0
2MEFM74WX2X605474,4,A,0,0
2MEFM74WX2X620525,4,S,0,0
2MEFM74WX3X665899,6,A,497,0
2MEFM74WX4X604215,4,S,0,0
2MEFM74WX4X642849,6,A,0,0
2MEFM74WX5X619928,5,S,0,0
2MEFM74WX5X638270,6,A,0,0
2MEFM74WX6X610938,5,A,0,0
2MEFM74WXWX670444,6,A,0,0
2MEFM74WXWX674543,1,S,0,0
2MEFM74WXWX686143,3,A,0,0
2MEFM74WXXX601111,4,S,0,0
2MEFM74WXYX616063,4,A,0,0
2MEFM75W01X605738,1,A,0,0
2MEFM75W01X664918,2,S,5,0
2MEFM75W01X677331,2,S,0,0
2MEFM75W02X617342,5,S,0,0
2MEFM75W02X619396,1,S,0,0
2MEFM75W02X664905,2,S,0,0
2MEFM75W02X667531,3,S,0,0
2MEFM75W03X612806,6,A,0,0
2MEFM75W03X620162,6,S,0,0
2MEFM75W06X608582,4,S,0,0
2MEFM75W0XX607207,3,S,0,0
2MEFM75W0YX693233,3,S,0,0
2MEFM75W0YX700083,4,A,0,0
2MEFM75W0YX728188,5,S,0,0
2MEFM75W11X696440,4,S,0,0
2MEFM75W11X696888,4,S,0,0
2MEFM75W11X700874,2,A,0,0
2MEFM75W12X661477,4,A,0,0
2MEFM75W13X651016,4,S,0,0
2MEFM75W13X657298,6,A,0,0
2MEFM75W13X704670,5,A,0,0
2MEFM75W14X685491,4,A,0,0
2MEFM75W1WX686627,6,I,0,0
2MEFM75W1XX628809,5,S,0,0
2MEFM75W1XX687892,4,A,0,0
2MEFM75W1XX692543,5,S,0,0
2MEFM75W1YX632439,6,S,0,0
2MEFM75W1YX692964,1,S,0,0
2MEFM75W1YX707186,2,S,0,0
2MEFM75W1YX721685,4,A,0,0
2MEFM75W21X711253,1,A,0,0
2MEFM75W22X664906,6,A,0,0
2MEFM75W23X612774,3,S,0,0
2MEFM75W23X622060,5,S,0,0
2MEFM75W24X623369,2,S,0,0
2MEFM75W2WX646864,4,S,0,0
2MEFM75W2WX662661,4,S,0,0
2MEFM75W2WX683137,6,S,0,0
2MEFM75W2XX680904,5,A,0,0
2MEFM75W2YX734896,1,I,0,0
2MEFM75W31X686878,2,A,0,0
2MEFM75W32X655681,5,A,0,0
2MEFM75W34X609920,4,S,0,0
2MEFM75W3WX600573,6,A,0,0
2MEFM75W3WX672874,5,S,0,0
2MEFM75W3WX679288,5,A,0,0
2MEFM75W3XX611204,2,S,0,0
2MEFM75W3XX655770,3,S,0,0
2MEFM75W3XX694147,5,A,0,0
2MEFM75W3YX710378,4,A,0,2108
2MEFM75W3YX712843,2,A,0,0
2MEFM75W3YX717220,3,A,0,0
2MEFM75W3YX722353,5,A,0,0
2MEFM75W41X606634,6,A,0,0
2MEFM75W42X627811,4,A,0,0
2MEFM75W43X661040,4,A,0,0
2MEFM75W44X613068,4,S,0,0
2MEFM75W44X644532,2,S,0,0
2MEFM75W4WX650950,2,S,0,0
2MEFM75W4YX683725,5,S,1741,0
2MEFM75W4YX746094,5,S,0,0
2MEFM75W51X658564,6,S,0,0
2MEFM75W52X664804,2,A,0,0
2MEFM75W53X635353,3,S,0,0
2MEFM75W53X671088,5,S,0,0
2MEFM75W53X674363,6,S,0,0
2MEFM75W54X667740,3,S,0,0
2MEFM75W55X669165,1,A,0,0
2MEFM75W56X639939,5,S,0,0
2MEFM75W5WX672178,2,S,0,0
2MEFM75W5XX621975,4,A,0,0
2MEFM75W5XX656127,5,S,0,0
2MEFM75W5XX676751,2,S,0,0
2MEFM75W5XX720103,4,S,787,0
2MEFM75W61X696174,2,A,0,0
2MEFM75W61X706122,4,A,0,0
2MEFM75W63X620280,4,S,0,0
2MEFM75W66X645488,5,S,0,0
2MEFM75W6WX607257,6,A,0,0
2MEFM75W6WX639304,3,I,0,0
2MEFM75W6XX643290,5,A,0,0
2MEFM75W6XX662972,6,S,0,0
2MEFM75W6XX671607,2,S,0,0
2MEFM75W6XX722670,4,S,0,0
2MEFM75W6YX615376,6,S,0,0
2MEFM75W6YX700217,3,A,0,0
2MEFM75W6YX724551,1,S,0,0
2MEFM75W72X609061,1,A,0,0
2MEFM75W74X674768,2,S,0,0
2MEFM75W75X623238,2,S,0,0
2MEFM75W7XX607267,5,S,0,0
2MEFM75W7XX707174,6,A,0,0
2MEFM75W7YX703594,2,S,0,0
2MEFM75W81X679179,5,A,0,0
2MEFM75W81X680204,3,A,0,0
2MEFM75W81X686312,1,A,0,0
2MEFM75W81X696130,3,A,0,0
2MEFM75W82X614205,5,A,0,0
2MEFM75W84X679378,6,S,0,0
2MEFM75W84X695757,2,S,0,0
2MEFM75W8WX646982,2,S,0,0
2MEFM75W8WX662678,6,S,0,0
2MEFM75W8WX695941,3,A,0,0
2MEFM75W8XX709743,1,A,0,0
2MEFM75W8YX696963,5,S,0,0
2MEFM75W8YX744364,6,A,0,0
2MEFM75W91X656722,4,S,0,0
2MEFM75W91X679322,1,A,0,0
2MEFM75W93X641253,2,S,0,0
2MEFM75W93X670445,6,A,0,0
2MEFM75W94X606360,4,S,0,0
2MEFM75W94X659589,1,S,0,0
2MEFM75W94X679132,2,A,0,0
2MEFM75W9WX661104,4,S,0,0
2MEFM75W9WX675648,2,A,2119,0
2MEFM75W9WX681577,4,S,0,0
2MEFM75W9YX612746,2,S,0,0
2MEFM75W9YX674289,2,S,0,0
2MEFM75W9YX677953,5,A,0,0
2MEFM75W9YX729260,2,S,0,0
2MEFM75W9YX736435,1,S,0,0
2MEFM75WX1X699918,6,S,0,0
2MEFM75WX1X711954,3,S,0,0
2MEFM75WX3X647711,4,S,0,0
2MEFM75WX4X611468,4,S,0,0
2MEFM75WX5X644228,6,A,0,0
2MEFM75WXWX645526,1,S,0,0
2MEFM75WXXX662439,4,S,0,0
2MEFM75WXXX669052,4,S,0,0
2MEFM75WXYX614327,1,A,0,0
2MEFM75WXYX745810,5,S,0,0
2MEHM75V43X628815,4,A,0,0
2MEHM75V63X635040,2,A,0,0
2MEHM75V73X610146,1,I,0,0
2MEHM75W14X615840,5,A,0,0
2MEHM75W24X681605,6,S,0,0
2MEHM75W33X683071,6,A,0,0
2MEHM75W36X617818,4,S,0,0
2MEHM75W43X713498,5,S,0,0
2MEHM75W45X605417,5,S,569,0
2MEHM75W45X608754,2,S,0,0
